id,neighbourhood,price,stay_type,avgprice
3983469,Upper West Side,75.0,1,164.86134589041097
3983643,Gramercy,130.0,1,168.1011574074074
3984168,East Village,170.0,1,159.5356283068783
3985673,Chelsea,300.0,1,188.13311841004185
3987571,Bedford Stuyvesant,115.0,1,105.70102090422947
3987599,Bushwick,93.0,1,90.89435989256938
3989564,Bedford Stuyvesant,119.0,1,105.70102090422947
3992326,Lower East Side,180.0,1,158.55794867075664
3993392,Harlem,226.0,1,112.78284126547456
4000621,Bedford Stuyvesant,145.0,1,105.70102090422947
4007277,Astoria,65.0,1,99.68881685575364
4008443,Astoria,250.0,1,99.68881685575364
4013339,Little Italy,95.0,1,170.56605126582278
4013668,Park Slope,185.0,1,156.9579831932773
4016069,East Harlem,55.0,1,121.45999165354331
4016142,Lower East Side,170.0,1,158.55794867075664
4016173,Park Slope,100.0,1,156.9579831932773
4024936,Williamsburg,120.0,1,137.40992321323094
4025329,Harlem,129.0,1,112.78284126547456
4026150,Elmhurst,78.0,1,88.88461538461539
4031297,Greenwich Village,99.0,1,198.69137352941175
4031463,Norwood,50.0,1,78.78933333333333
4032229,University Heights,47.0,1,71.16666666666667
4033300,Bedford Stuyvesant,150.0,1,105.70102090422947
4033422,Lighthouse Hill,200.0,1,157.5
4033444,Crown Heights,125.0,1,116.16734693877551
4033521,Crown Heights,60.0,1,116.16734693877551
4037522,Astoria,99.0,1,99.68881685575364
4038794,Washington Heights,75.0,1,91.67719002293578
4039020,Williamsburg,140.0,1,137.40992321323094
4039789,Concourse,90.0,1,76.29629629629629
4040900,Midtown,59.0,1,245.98121224627874
4040926,East Village,111.0,1,159.5356283068783
4046281,East Village,119.0,1,159.5356283068783
4047638,Astoria,69.0,1,99.68881685575364
4047791,Greenpoint,185.0,1,136.96753246753246
4048043,SoHo,135.0,1,197.69398796296298
4050795,Bushwick,90.0,1,90.89435989256938
4052514,Windsor Terrace,149.0,1,126.875
4053287,Roosevelt Island,125.0,1,105.23333333333333
4053471,Greenpoint,65.0,1,136.96753246753246
4053517,Greenpoint,174.0,1,136.96753246753246
4053564,Bedford Stuyvesant,89.0,1,105.70102090422947
4053987,Ozone Park,58.0,1,88.29545454545455
4057361,Hunters Point,76.0,1,117.14079422382672
4058949,East Harlem,45.0,1,121.45999165354331
4059620,SoHo,199.0,1,197.69398796296298
4060446,Inwood,99.0,1,91.49193548387096
4063357,Bedford Stuyvesant,130.0,1,105.70102090422947
4066224,Williamsburg,200.0,1,137.40992321323094
4068216,Upper East Side,105.0,1,165.82365635198136
4069681,Greenpoint,75.0,1,136.96753246753246
4070025,DUMBO,250.0,1,184.78571428571428
4071007,SoHo,120.0,1,197.69398796296298
4077090,Greenwood,225.0,1,135.74666666666667
4077428,Chinatown,225.0,1,153.70858168316832
4077460,Bedford Stuyvesant,215.0,1,105.70102090422947
4081707,Red Hook,300.0,1,117.5909090909091
4081800,Harlem,130.0,1,112.78284126547456
4081926,Springfield Gardens,110.0,1,93.39189189189189
4082062,Eastchester,75.0,1,105.78947368421052
4083049,Bedford Stuyvesant,299.0,1,105.70102090422947
4085647,East New York,110.0,1,94.9917695473251
4088506,Williamsburg,160.0,1,137.40992321323094
4089102,Bedford Stuyvesant,152.0,1,105.70102090422947
4089189,Clinton Hill,145.0,1,139.83703703703705
4089492,Bushwick,120.0,1,90.89435989256938
4089915,Bushwick,84.0,1,90.89435989256938
4091629,Bedford Stuyvesant,150.0,1,105.70102090422947
4092826,Forest Hills,180.0,1,97.65384615384616
4093399,Eastchester,68.0,1,105.78947368421052
4096470,Bedford Stuyvesant,155.0,1,105.70102090422947
4097284,Canarsie,75.0,1,96.925
4098271,Lower East Side,72.0,1,158.55794867075664
4098814,Bedford Stuyvesant,52.0,1,105.70102090422947
4102208,Carroll Gardens,125.0,1,151.22549019607843
4102483,Upper West Side,85.0,1,164.86134589041097
4103623,Windsor Terrace,58.0,1,126.875
4103970,Greenpoint,100.0,1,136.96753246753246
4108547,East Village,65.0,1,159.5356283068783
4108799,Greenpoint,300.0,1,136.96753246753246
4109246,Bushwick,40.0,1,90.89435989256938
4110645,Bay Ridge,85.0,1,106.52380952380952
4115327,Greenwood,158.0,1,135.74666666666667
4118907,Sunnyside,120.0,1,91.43315508021391
4119763,Norwood,51.0,1,78.78933333333333
4120122,Williamsburg,65.0,1,137.40992321323094
4120182,Forest Hills,70.0,1,97.65384615384616
4121363,East Harlem,75.0,1,121.45999165354331
4126452,Gramercy,200.0,1,168.1011574074074
4126676,Clinton,145.0,1,165.18030573843416
4128337,Bedford Stuyvesant,125.0,1,105.70102090422947
4128428,Murray Hill,175.0,1,197.11757901785717
4128603,East Village,175.0,1,159.5356283068783
4129212,Kensington,50.0,1,87.97435897435898
4129365,Flatbush,109.0,1,92.42756183745583
4129487,Bedford Stuyvesant,67.0,1,105.70102090422947
4129513,Bedford Stuyvesant,57.0,1,105.70102090422947
4129541,Bedford Stuyvesant,77.0,1,105.70102090422947
4129992,Flatbush,85.0,1,92.42756183745583
4130266,Bedford Stuyvesant,86.0,1,105.70102090422947
4132116,Flatbush,120.0,1,92.42756183745583
4134035,Downtown,140.0,1,169.38709677419354
4135876,Harlem,70.0,1,112.78284126547456
4136596,Lower East Side,200.0,1,158.55794867075664
4137789,Windsor Terrace,180.0,1,126.875
4137979,Greenpoint,125.0,1,136.96753246753246
4140776,Forest Hills,65.0,1,97.65384615384616
4144519,Sunnyside,79.0,1,91.43315508021391
4144849,Chelsea,115.0,1,188.13311841004185
4145124,Clinton,100.0,1,165.18030573843416
4145494,Crown Heights,90.0,1,116.16734693877551
4148088,Harlem,135.0,1,112.78284126547456
4148280,Prospect Lefferts Gardens,50.0,1,98.17100371747212
4150932,Prospect Heights,71.0,1,138.7037037037037
4150972,Ridgewood,80.0,1,86.47692307692307
4152752,Clinton,103.0,1,165.18030573843416
4154009,Upper West Side,250.0,1,164.86134589041097
4155099,Canarsie,225.0,1,96.925
4156015,East Harlem,99.0,1,121.45999165354331
4157451,Upper East Side,90.0,1,165.82365635198136
4158078,Ridgewood,47.0,1,86.47692307692307
4160934,Crown Heights,75.0,1,116.16734693877551
4161127,Windsor Terrace,170.0,1,126.875
4162292,Flatbush,150.0,1,92.42756183745583
4163781,Williamsburg,99.0,1,137.40992321323094
4168812,Bedford Stuyvesant,115.0,1,105.70102090422947
4169094,Astoria,90.0,1,99.68881685575364
4169840,Bushwick,65.0,1,90.89435989256938
4170460,Bedford Stuyvesant,65.0,1,105.70102090422947
4170796,Harlem,131.0,1,112.78284126547456
4171406,Williamsburg,55.0,1,137.40992321323094
4171692,Crown Heights,70.0,1,116.16734693877551
4174847,Ridgewood,50.0,1,86.47692307692307
4178152,Crown Heights,77.0,1,116.16734693877551
4180643,Lower East Side,150.0,1,158.55794867075664
4182262,Bedford Stuyvesant,199.0,1,105.70102090422947
4182568,Williamsburg,150.0,1,137.40992321323094
4183664,Crown Heights,70.0,1,116.16734693877551
4183801,Bedford Stuyvesant,120.0,1,105.70102090422947
4183989,Harlem,86.0,1,112.78284126547456
4187387,Upper East Side,139.0,1,165.82365635198136
4187747,Upper East Side,94.0,1,165.82365635198136
